PRD_SRL_NO,PRD_CD,from_eq,from_process,from_name,to_eq,to_process,to_name,from_end_time,to_start_time,waiting_sec,negative_wait_flag
PRD1000-260226001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-26 09:56:15.138,2026-02-26 09:56:37.873,22.735,False
PRD1000-260226002-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-26 14:04:47.170,2026-02-26 14:05:48.548,61.378,False
PRD1000-260226002-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-26 14:07:06.656,2026-02-26 14:07:19.872,13.216,False
PRD1000-260226002-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-26 14:07:36.928,2026-02-26 14:07:59.524,22.596,False
PRD1000-260226002-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-26 14:08:01.768,2026-02-26 14:08:29.574,27.806,False
PRD1000-260226002-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-26 14:13:29.467,2026-02-26 14:14:01.986,32.519,False
PRD1000-260226002-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-02-26 14:15:39.279,2026-02-26 14:16:06.442,27.163,False
PRD1000-260226002-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-02-26 14:19:36.748,2026-02-26 14:20:01.983,25.235,False
PRD1000-260226002-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:22:54.792,2026-02-26 14:23:38.082,43.29,False
PRD1000-260226002-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-26 14:24:20.581,2026-02-26 14:24:40.595,20.014,False
PRD1000-260226002-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:25:46.885,2026-02-26 14:26:06.384,19.499,False
PRD1000-260226002-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-26 14:29:04.708,2026-02-26 14:29:49.573,44.865,False
PRD1000-260226002-0001,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-26 14:30:49.474,2026-02-26 14:57:22.204,1592.73,False
PRD1000-260226002-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-02-26 14:05:52.498,2026-02-26 14:08:41.616,169.118,False
PRD1000-260226002-0002,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-02-26 14:09:59.772,2026-02-26 14:10:12.660,12.888,False
PRD1000-260226002-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-02-26 14:11:26.808,2026-02-26 14:11:51.226,24.418,False
PRD1000-260226002-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-02-26 14:11:53.359,2026-02-26 14:12:24.150,30.791,False
PRD1000-260226002-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-02-26 14:18:10.294,2026-02-26 14:18:43.227,32.933,False
PRD1000-260226002-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-02-26 14:21:23.827,2026-02-26 14:21:51.317,27.49,False
PRD1000-260226002-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-02-26 14:26:50.823,2026-02-26 14:27:14.354,23.531,False
PRD1000-260226002-0002,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:32:53.070,2026-02-26 14:33:35.176,42.106,False
PRD1000-260226002-0002,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-02-26 14:34:10.128,2026-02-26 14:34:30.162,20.034,False
PRD1000-260226002-0002,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-02-26 14:36:00.770,2026-02-26 14:36:20.470,19.7,False
PRD1000-260226002-0002,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-02-26 14:38:47.017,2026-02-26 14:39:21.828,34.811,False
PRD1000-260226002-0002,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-02-26 14:40:20.036,2026-02-26 17:53:58.554,11618.518,False
PRD1000-260304005-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-04 15:04:50.278,2026-03-04 15:05:23.183,32.905,False
PRD1000-260304005-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-04 15:12:39.708,2026-03-04 15:12:52.412,12.704,False
PRD1000-260304005-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 15:14:46.258,2026-03-04 15:15:07.686,21.428,False
PRD1000-260304005-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-04 15:15:09.824,2026-03-04 15:15:46.276,36.452,False
PRD1000-260304005-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 15:29:15.778,2026-03-04 15:29:37.306,21.528,False
PRD1000-260304005-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-04 15:34:27.230,2026-03-04 15:34:56.022,28.792,False
PRD1000-260304005-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 15:36:08.803,2026-03-04 15:36:35.582,26.779,False
PRD1000-260304005-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 15:43:27.441,2026-03-04 16:07:56.201,1468.76,False
PRD1000-260304005-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-04 16:08:31.125,2026-03-04 16:08:50.732,19.607,False
PRD1000-260304005-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 16:09:54.824,2026-03-04 16:10:16.553,21.729,False
PRD1000-260304005-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-04 16:16:02.589,2026-03-04 16:16:40.728,38.139,False
PRD1000-260304005-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-04 15:05:52.684,2026-03-04 15:08:33.123,160.439,False
PRD1000-260304005-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 15:08:52.735,2026-03-04 15:09:13.605,20.87,False
PRD1000-260304005-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-04 15:09:15.950,2026-03-04 15:09:43.662,27.712,False
PRD1000-260304005-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 15:17:22.444,2026-03-04 15:17:44.307,21.863,False
PRD1000-260304005-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-04 15:23:59.878,2026-03-04 15:24:26.524,26.646,False
PRD1000-260304005-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 15:25:44.844,2026-03-04 15:26:09.652,24.808,False
PRD1000-260304005-0002,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 15:31:08.570,2026-03-04 15:31:41.318,32.748,False
PRD1000-260304005-0002,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-04 15:32:16.267,2026-03-04 15:32:36.191,19.924,False
PRD1000-260304005-0002,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 15:33:40.764,2026-03-04 15:34:02.284,21.52,False
PRD1000-260304009-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-04 15:36:07.732,2026-03-04 15:37:04.969,57.237,False
PRD1000-260304009-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-04 15:40:07.882,2026-03-04 15:40:21.446,13.564,False
PRD1000-260304009-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-04 15:41:06.910,2026-03-04 15:41:31.312,24.402,False
PRD1000-260304009-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-04 15:41:33.555,2026-03-04 15:42:18.181,44.626,False
PRD1000-260304009-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-04 15:54:38.326,2026-03-04 15:55:00.037,21.711,False
PRD1000-260304009-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-04 15:58:47.145,2026-03-04 15:59:13.355,26.21,False
PRD1000-260304009-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-04 16:02:25.366,2026-03-04 16:02:49.564,24.198,False
PRD1000-260304009-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 16:06:09.790,2026-03-04 16:29:17.519,1387.729,False
PRD1000-260304009-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-04 16:29:52.572,2026-03-04 16:30:14.220,21.648,False
PRD1000-260304009-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-04 16:31:18.534,2026-03-04 16:31:40.258,21.724,False
PRD1000-260304009-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-04 16:33:17.799,2026-03-04 16:33:53.070,35.271,False
PRD1000-260305001-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-05 13:01:00.635,2026-03-05 13:03:35.934,155.299,False
PRD1000-260305001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 13:04:44.946,2026-03-05 13:05:08.081,23.135,False
PRD1000-260305001-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-05 13:05:10.315,2026-03-05 13:05:38.762,28.447,False
PRD1000-260305001-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 13:11:00.717,2026-03-05 13:11:22.251,21.534,False
PRD1000-260305001-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-05 13:14:17.786,2026-03-05 13:14:46.430,28.644,False
PRD1000-260305001-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 13:17:28.587,2026-03-05 13:17:55.950,27.363,False
PRD1000-260305001-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 13:21:03.971,2026-03-05 13:21:36.779,32.808,False
PRD1000-260305001-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-05 13:22:26.336,2026-03-05 13:22:47.764,21.428,False
PRD1000-260305001-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 15:21:19.551,2026-03-05 15:21:40.766,21.215,False
PRD1000-260305001-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-05 15:26:50.453,2026-03-05 15:27:28.992,38.539,False
PRD1000-260305001-0001,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-05 15:28:25.458,2026-03-05 20:53:57.573,19532.115,False
PRD1000-260305004-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-05 16:43:37.335,2026-03-05 16:44:38.739,61.404,False
PRD1000-260305004-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-05 16:46:30.617,2026-03-05 16:46:49.055,18.438,False
PRD1000-260305004-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 16:47:51.958,2026-03-05 16:48:15.914,23.956,False
PRD1000-260305004-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-05 16:48:18.041,2026-03-05 16:49:54.517,96.476,False
PRD1000-260305004-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 17:00:56.627,2026-03-05 17:01:45.528,48.901,False
PRD1000-260305004-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-05 17:03:19.859,2026-03-05 17:03:47.239,27.38,False
PRD1000-260305004-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 17:05:49.758,2026-03-05 17:06:14.479,24.721,False
PRD1000-260305004-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 17:11:09.988,2026-03-05 17:24:24.473,794.485,False
PRD1000-260305004-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-05 17:25:09.741,2026-03-05 17:25:37.094,27.353,False
PRD1000-260305004-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 17:26:42.083,2026-03-05 17:27:03.608,21.525,False
PRD1000-260305004-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-05 17:29:59.638,2026-03-05 17:30:36.608,36.97,False
PRD1000-260305004-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-05 16:44:42.361,2026-03-05 16:44:50.785,8.424,False
PRD1000-260305004-0002,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-05 16:46:15.907,2026-03-05 16:46:21.765,5.858,False
PRD1000-260305004-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-05 16:46:52.259,2026-03-05 16:47:14.110,21.851,False
PRD1000-260305004-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-05 16:47:16.349,2026-03-05 16:47:44.374,28.025,False
PRD1000-260305004-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-05 17:00:11.439,2026-03-05 17:00:32.650,21.211,False
PRD1000-260305004-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-05 17:02:47.231,2026-03-05 17:03:13.569,26.338,False
PRD1000-260305004-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-05 17:04:34.986,2026-03-05 17:05:01.084,26.098,False
PRD1000-260305004-0002,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 17:08:04.228,2026-03-05 17:08:37.471,33.243,False
PRD1000-260305004-0002,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-05 17:09:12.343,2026-03-05 17:09:31.849,19.506,False
PRD1000-260305004-0002,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-05 17:10:36.079,2026-03-05 17:10:57.298,21.219,False
PRD1000-260305004-0002,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-05 17:22:52.487,2026-03-05 17:23:27.878,35.391,False
PRD1000-260305004-0002,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-05 17:24:26.921,2026-03-05 20:58:53.707,12866.786,False
PRD1000-260306005-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-06 11:50:40.150,2026-03-06 11:51:36.065,55.915,False
PRD1000-260306005-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-06 11:52:59.704,2026-03-06 11:53:13.345,13.641,False
PRD1000-260306005-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-06 11:53:30.274,2026-03-06 11:53:53.071,22.797,False
PRD1000-260306005-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-06 11:53:55.293,2026-03-06 11:54:23.947,28.654,False
PRD1000-260306005-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-06 11:59:35.935,2026-03-06 11:59:57.683,21.748,False
PRD1000-260306005-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-06 12:02:56.810,2026-03-06 12:03:24.079,27.269,False
PRD1000-260306005-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-06 12:06:03.746,2026-03-06 12:06:28.678,24.932,False
PRD1000-260306005-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-06 12:09:28.338,2026-03-06 12:10:00.916,32.578,False
PRD1000-260306005-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-06 12:10:46.322,2026-03-06 12:11:14.667,28.345,False
PRD1000-260306005-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-06 12:12:19.019,2026-03-06 12:12:40.021,21.002,False
PRD1000-260306005-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-06 12:14:34.329,2026-03-06 12:15:11.188,36.859,False
PRD1000-260306005-0001,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-06 12:16:10.236,2026-03-06 17:02:45.333,17195.097,False
PRD1000-260306006-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-06 15:43:38.686,2026-03-06 15:46:13.053,154.367,False
PRD1000-260306006-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-06 16:02:44.556,2026-03-06 16:03:07.788,23.232,False
PRD1000-260306006-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-06 16:03:10.135,2026-03-06 16:03:40.650,30.515,False
PRD1000-260306006-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-06 16:09:01.523,2026-03-06 16:09:23.056,21.533,False
PRD1000-260306006-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-06 16:12:48.039,2026-03-06 16:13:20.969,32.93,False
PRD1000-260306006-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-06 16:16:27.825,2026-03-06 16:16:57.676,29.851,False
PRD1000-260306006-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-06 16:19:56.490,2026-03-06 16:20:28.757,32.267,False
PRD1000-260306006-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-06 16:21:13.959,2026-03-06 16:21:41.112,27.153,False
PRD1000-260306006-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-06 16:22:45.183,2026-03-06 16:23:07.256,22.073,False
PRD1000-260306006-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-06 16:25:15.179,2026-03-06 16:25:52.152,36.973,False
PRD1000-260306006-0001,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-06 16:26:52.249,2026-03-06 17:07:39.754,2447.505,False
PRD1000-260311001-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-03-11 09:15:30.328,2026-03-11 09:16:32.643,62.315,False
PRD1000-260311001-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-03-11 09:24:32.723,2026-03-11 09:24:45.404,12.681000000000001,False
PRD1000-260311001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-11 09:25:31.878,2026-03-11 09:25:55.496,23.618,False
PRD1000-260311001-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-11 09:25:57.625,2026-03-11 09:27:38.831,101.206,False
PRD1000-260311001-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-11 09:38:23.712,2026-03-11 09:38:44.887,21.175,False
PRD1000-260311001-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-11 09:41:45.830,2026-03-11 09:42:18.399,32.569,False
PRD1000-260311001-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-11 09:52:15.124,2026-03-11 09:52:44.757,29.633,False
PRD1000-260311001-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-11 09:59:22.402,2026-03-11 10:03:38.027,255.625,False
PRD1000-260311001-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-03-11 10:04:47.602,2026-03-11 10:05:15.084,27.482,False
PRD1000-260311001-0001,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-03-11 10:06:18.985,2026-03-11 10:06:40.302,21.317,False
PRD1000-260311001-0001,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ05,A3,A3 완제품 및 NG 배출부,2026-03-11 10:12:51.013,2026-03-11 10:14:57.904,126.891,False
PRD1000-260311001-0001,PRD1000,EQ05,A3,A3 완제품 및 NG 배출부,EQ14,AMR_LD250,AMR_LD250,2026-03-11 10:15:54.529,2026-03-11 10:18:30.223,155.694,False
PRD1000-260311001-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-03-11 09:16:35.619,2026-03-11 09:24:14.927,459.308,False
PRD1000-260311001-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-03-11 09:24:34.962,2026-03-11 09:24:57.022,22.06,False
PRD1000-260311001-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-03-11 09:24:59.258,2026-03-11 09:25:27.783,28.525,False
PRD1000-260311001-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-03-11 09:33:45.363,2026-03-11 09:34:06.766,21.403,False
PRD1000-260311001-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-03-11 09:40:43.252,2026-03-11 09:41:15.759,32.507,False
PRD1000-260311001-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-03-11 09:43:47.829,2026-03-11 09:44:17.651,29.822,False
